Symbol Name,Datasheet,Description,Footprint,MPN,Reference,Value
"PDTC114EU,115",https://assets.nexperia.com/documents/data-sheet/PDTC114E_SER.pdf,"NXP, PDTC114EU,115 NPN Digital Transistor, 100 mA 50 V 10 k, Ratio Of 1, 3-Pin UMT",PDTC114EU115,"PDTC114EU,115",Q,"PDTC114EU,115"
