Symbol Name,Reference,Value,Footprint,Datasheet,Trustedparts Search,Description,Manufacturer,MPN,Primary Inductance (µH),Tolerance,Series,Maximum DC Resistance (Ω),Turns Ratio,3dviewer Link
T_YA8916-BLD,T,YA8916-BLD,transformer_footprints:YA8916,https://www.coilcraft.com/getmedia/26e99d96-72df-4173-a685-a01606cc3452/ya8779.pdf,https://www.trustedparts.com/en/search/YA8916-BLD,30 µH ±10%,Coilcraft,YA8916-BLD,30,±10%,YA8916,pri = 0.36; sec1 = 0.695; sec2 = 0.392,pri : sec1 = 1 : 1; pri : sec2 = 1 : 0.52,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/YA8916.step
