Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_GCM31MR71H334KA37K,C,330 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H334KA37-01.pdf,CAP SMD 330 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H334KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H334KA37K,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H334KA37L,C,330 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H334KA37-01.pdf,CAP SMD 330 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H334KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H334KA37L,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H394KA37K,C,390 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H394KA37-01.pdf,CAP SMD 390 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H394KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H394KA37K,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H394KA37L,C,390 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H394KA37-01.pdf,CAP SMD 390 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H394KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H394KA37L,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H474KA37K,C,470 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H474KA37-01.pdf,CAP SMD 470 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H474KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H474KA37K,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H474KA37L,C,470 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H474KA37-01.pdf,CAP SMD 470 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H474KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H474KA37L,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H684KA55K,C,680 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H684KA55-01.pdf,CAP SMD 680 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H684KA55K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H684KA55K,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H684KA55L,C,680 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H684KA55-01.pdf,CAP SMD 680 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H684KA55L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H684KA55L,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H824KA55K,C,820 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H824KA55-01.pdf,CAP SMD 820 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H824KA55K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H824KA55K,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H824KA55L,C,820 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H824KA55-01.pdf,CAP SMD 820 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H824KA55L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H824KA55L,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H105KA55K,C,1 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H105KA55-01.pdf,CAP SMD 1 µF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H105KA55K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H105KA55K,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
C_GCM31MR71H105KA55L,C,1 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H105KA55-01.pdf,CAP SMD 1 µF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H105KA55L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H105KA55L,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1206.step
