Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_C1608X7S2A473K080AB,C,47 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1608X7S2A473K080AB,CAP SMD 47 nF X7S 10% 0603 100V,TDK,C1608X7S2A473K080AB,X7S,10%,100V,0603,1608,C1608X7S2A,https://www.trustedparts.com/en/search/C1608X7S2A473K080AB,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_C1608X7S2A104K080AB,C,100 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1608X7S2A104K080AB,CAP SMD 100 nF X7S 10% 0603 100V,TDK,C1608X7S2A104K080AB,X7S,10%,100V,0603,1608,C1608X7S2A,https://www.trustedparts.com/en/search/C1608X7S2A104K080AB,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
