Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Transistor Type,3dviewer Link
Q_BSS138-7-F,Q,50 V,transistor_footprints:SOT23-3,https://www.diodes.com/datasheet/download/BSS138.pdf,Transistor 50 V,Diodes Incorporated,BSS138-7-F,BSS138-7-F,https://www.trustedparts.com/en/search/BSS138-7-F,0.2,N-Channel,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/SOT23-3.step
