Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Temperature Coefficient,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,3dviewer Link,Component Type
R_CRCW04021R82FKED,R,1.82 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 1.82 Ω 1% 0402 50V,Vishay,CRCW04021R82FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04021R82FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04021R87FKED,R,1.87 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 1.87 Ω 1% 0402 50V,Vishay,CRCW04021R87FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04021R87FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04021R91FKED,R,1.91 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 1.91 Ω 1% 0402 50V,Vishay,CRCW04021R91FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04021R91FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04021R96FKED,R,1.96 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 1.96 Ω 1% 0402 50V,Vishay,CRCW04021R96FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04021R96FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R00FKED,R,2 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2 Ω 1% 0402 50V,Vishay,CRCW04022R00FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R00FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R05FKED,R,2.05 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.05 Ω 1% 0402 50V,Vishay,CRCW04022R05FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R05FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R10FKED,R,2.1 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.1 Ω 1% 0402 50V,Vishay,CRCW04022R10FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R10FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R20FKED,R,2.2 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.2 Ω 1% 0402 50V,Vishay,CRCW04022R20FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R20FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R21FKED,R,2.21 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.21 Ω 1% 0402 50V,Vishay,CRCW04022R21FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R21FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R26FKED,R,2.26 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.26 Ω 1% 0402 50V,Vishay,CRCW04022R26FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R26FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R32FKED,R,2.32 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.32 Ω 1% 0402 50V,Vishay,CRCW04022R32FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R32FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R37FKED,R,2.37 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.37 Ω 1% 0402 50V,Vishay,CRCW04022R37FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R37FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R40FKED,R,2.4 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.4 Ω 1% 0402 50V,Vishay,CRCW04022R40FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R40FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R43FKED,R,2.43 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.43 Ω 1% 0402 50V,Vishay,CRCW04022R43FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R43FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R49FKED,R,2.49 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.49 Ω 1% 0402 50V,Vishay,CRCW04022R49FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R49FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R55FKED,R,2.55 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.55 Ω 1% 0402 50V,Vishay,CRCW04022R55FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R55FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
R_CRCW04022R61FKED,R,2.61 Ω,resistor_footprints:R_0402_1005Metric,https://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.61 Ω 1% 0402 50V,Vishay,CRCW04022R61FKED,1%,100 ppm/°C,50V,0402,1005,CRCW0402,https://www.trustedparts.com/en/search/CRCW04022R61FKED,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/R_0402.step,Resistor
