Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_CGA3E2X7R2A102M080AA,C,1 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R2A102M080AA,CAP SMD 1 nF X7R 20% 0603 100V,TDK,CGA3E2X7R2A102M080AA,X7R,20%,100V,0603,1608,CGA3E2X7R2A,https://www.trustedparts.com/en/search/CGA3E2X7R2A102M080AA,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_CGA3E2X7R2A222M080AA,C,2.2 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R2A222M080AA,CAP SMD 2.2 nF X7R 20% 0603 100V,TDK,CGA3E2X7R2A222M080AA,X7R,20%,100V,0603,1608,CGA3E2X7R2A,https://www.trustedparts.com/en/search/CGA3E2X7R2A222M080AA,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_CGA3E2X7R2A472M080AA,C,4.7 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R2A472M080AA,CAP SMD 4.7 nF X7R 20% 0603 100V,TDK,CGA3E2X7R2A472M080AA,X7R,20%,100V,0603,1608,CGA3E2X7R2A,https://www.trustedparts.com/en/search/CGA3E2X7R2A472M080AA,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_CGA3E2X7R2A103M080AA,C,10 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R2A103M080AA,CAP SMD 10 nF X7R 20% 0603 100V,TDK,CGA3E2X7R2A103M080AA,X7R,20%,100V,0603,1608,CGA3E2X7R2A,https://www.trustedparts.com/en/search/CGA3E2X7R2A103M080AA,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_CGA3E2X7R2A223M080AA,C,22 nF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R2A223M080AA,CAP SMD 22 nF X7R 20% 0603 100V,TDK,CGA3E2X7R2A223M080AA,X7R,20%,100V,0603,1608,CGA3E2X7R2A,https://www.trustedparts.com/en/search/CGA3E2X7R2A223M080AA,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
