Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Transistor Type,3dviewer Link
Q_BSS123WQ-7-F,Q,100 V,transistor_footprints:SOT-323,https://www.diodes.com/assets/Datasheets/BSS123WQ.pdf,Transistor 100 V,Diodes Incorporated,BSS123WQ-7-F,BSS123WQ-7-F,https://www.trustedparts.com/en/search/BSS123WQ-7-F,0.2,N-Channel,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/SOT-323.step
