Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_742792731,L,100 µH,inductor_footprints:742792731,https://www.we-online.com/components/products/datasheet/742792731.pdf,Ferrite Bead 100 Ω @ 100 MHz ±25%,Wurth Elektronik,742792731,±25%,742792731,https://www.trustedparts.com/en/search/742792731,1.2,0.090
