Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_XFL3010-601ME,L,600 nH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 600 nH ±20%,Coilcraft,XFL3010-601ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-601ME,2.5,0.033
L_XFL3010-102ME,L,1 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 1 µH ±20%,Coilcraft,XFL3010-102ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-102ME,2.3,0.049
L_XFL3010-152ME,L,1.5 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 1.5 µH ±20%,Coilcraft,XFL3010-152ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-152ME,1.9,0.080
L_XFL3010-222ME,L,2.2 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 2.2 µH ±20%,Coilcraft,XFL3010-222ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-222ME,1.3,0.122
L_XFL3010-332ME,L,3.3 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 3.3 µH ±20%,Coilcraft,XFL3010-332ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-332ME,1.2,0.166
L_XFL3010-472ME,L,4.7 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 4.7 µH ±20%,Coilcraft,XFL3010-472ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-472ME,1.1,0.230
L_XFL3010-682ME,L,6.8 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 6.8 µH ±20%,Coilcraft,XFL3010-682ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-682ME,0.9,0.346
L_XFL3010-103ME,L,10 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 10 µH ±20%,Coilcraft,XFL3010-103ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-103ME,0.8,0.519
L_XFL3010-153ME,L,15 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 15 µH ±20%,Coilcraft,XFL3010-153ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-153ME,0.8,0.560
L_XFL3010-223ME,L,22 µH,inductor_footprints:XFL3010,https://www.coilcraft.com/getmedia/0118859e-f2e2-4063-93cf-e50ed636ea4e/xfl3010.pdf,INDUCTOR SMD 22 µH ±20%,Coilcraft,XFL3010-223ME,±20%,XFL3010,https://www.trustedparts.com/en/search/XFL3010-223ME,0.7,0.818
