Symbol Name,Reference,Value,Footprint,Datasheet,Trustedparts Search,Description,Manufacturer,MPN,Primary Inductance (µH),Tolerance,Series,Maximum DC Resistance (Ω),Turns Ratio,3dviewer Link
T_750315836,T,750315836,transformer_footprints:750315836,https://www.we-online.com/components/products/datasheet/750315836.pdf,https://www.trustedparts.com/en/search/750315836,40 µH ±10%,Wurth Elektronik,750315836,40,±10%,750315836,pri = 0.095; sec = 0.09,N1+N2 : N3 = 1 : 1,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/750315836.step
