Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Transistor Type,3dviewer Link
Q_ZXMP6A17E6TA,Q,-60 V,transistor_footprints:SOT-26,https://www.diodes.com/assets/Datasheets/ZXMP6A17E6.pdf,Transistor -60 V,Diodes Incorporated,ZXMP6A17E6TA,ZXMP6A17E6TA,https://www.trustedparts.com/en/search/ZXMP6A17E6TA,-3.0,P-Channel,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/SOT-26.step
