Symbol Name,Datasheet,Description,Footprint,MPN,Reference,Value
U.FL-R-SMT-1_10_,https://www.hirose.com/product/document?clcode=CL0331-0472-2-10&productname=U.FL-R-SMT-1(10)&series=U.FL&documenttype=2DDrawing&lang=en&documentid=0000940684,"UFL SMT PCB receptable,DC-6GHz Hirose Straight 50 Surface Mount UFL Connector, Receptacle, Solder Termination Coaxial",ufl_connector_footprints:U_UFL-R-SMT-1_10_,U.FL-R-SMT-1(10),J,U.FL-R-SMT-1_10_
