Symbol Name,Datasheet,Description,Footprint,MFN,Reference,Value
Y_FA-128,https://download.epsondevice.com/td/pdf/brief/FA-128_en.pdf,Crystals 25MHz 10PPM -40C +85C 10pF,crystal_footprints:SO4_FA-128_2p0x1p6_SEC,FA-128 25.0000MF20X-K0,Y,25.0000MHz
