Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Maximum DC Current (A),Diode Type
D_BZX384-C11,D,11 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 11 V,Nexperia,BZX384-C11,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C11,0.0,Zener
D_BZX384-C12,D,12 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 12 V,Nexperia,BZX384-C12,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C12,0.0,Zener
D_BZX384-C13,D,13 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 13 V,Nexperia,BZX384-C13,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C13,0.0,Zener
D_BZX384-C15,D,15 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 15 V,Nexperia,BZX384-C15,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C15,0.0,Zener
D_BZX384-C16,D,16 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 16 V,Nexperia,BZX384-C16,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C16,0.0,Zener
D_BZX384-C18,D,18 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 18 V,Nexperia,BZX384-C18,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C18,0.0,Zener
D_BZX384-C20,D,20 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 20 V,Nexperia,BZX384-C20,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C20,0.0,Zener
D_BZX384-C22,D,22 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 22 V,Nexperia,BZX384-C22,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C22,0.0,Zener
D_BZX384-C24,D,24 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 24 V,Nexperia,BZX384-C24,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C24,0.0,Zener
D_BZX384-C27,D,27 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 27 V,Nexperia,BZX384-C27,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C27,0.0,Zener
D_BZX384-C30,D,30 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 30 V,Nexperia,BZX384-C30,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C30,0.0,Zener
D_BZX384-C33,D,33 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 33 V,Nexperia,BZX384-C33,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C33,0.0,Zener
D_BZX384-C36,D,36 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 36 V,Nexperia,BZX384-C36,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C36,0.0,Zener
D_BZX384-C39,D,39 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 39 V,Nexperia,BZX384-C39,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C39,0.0,Zener
D_BZX384-C43,D,43 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 43 V,Nexperia,BZX384-C43,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C43,0.0,Zener
D_BZX384-C47,D,47 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 47 V,Nexperia,BZX384-C47,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C47,0.0,Zener
D_BZX384-C51,D,51 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 51 V,Nexperia,BZX384-C51,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C51,0.0,Zener
D_BZX384-C56,D,56 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 56 V,Nexperia,BZX384-C56,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C56,0.0,Zener
D_BZX384-C62,D,62 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 62 V,Nexperia,BZX384-C62,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C62,0.0,Zener
D_BZX384-C68,D,68 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 68 V,Nexperia,BZX384-C68,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C68,0.0,Zener
D_BZX384-C75,D,75 V,diode_footprints:SOD323,https://assets.nexperia.com/documents/data-sheet/BZX384_SER.pdf,Zener SMD 75 V,Nexperia,BZX384-C75,BZX384-C,https://www.trustedparts.com/en/search/BZX384-C75,0.0,Zener
