Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_744040420033,L,330 nH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,744040420033,±20%,74404042,https://www.trustedparts.com/en/search/744040420033,4.5,0.013
L_74404042010,L,1.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74404042010,±20%,74404042,https://www.trustedparts.com/en/search/74404042010,3.2,0.027
L_74404042015,L,1.5 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74404042015,±20%,74404042,https://www.trustedparts.com/en/search/74404042015,2.95,0.031
L_74404042022,L,2.2 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74404042022,±20%,74404042,https://www.trustedparts.com/en/search/74404042022,2.2,0.042
L_74404042033,L,3.3 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74404042033,±20%,74404042,https://www.trustedparts.com/en/search/74404042033,2.0,0.055
L_74404042047,L,4.7 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74404042047,±20%,74404042,https://www.trustedparts.com/en/search/74404042047,1.7,0.07
L_74404042068,L,6.8 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74404042068,±20%,74404042,https://www.trustedparts.com/en/search/74404042068,1.45,0.098
L_74404042100,L,10.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74404042100,±20%,74404042,https://www.trustedparts.com/en/search/74404042100,1.2,0.15
L_74404042150,L,15.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,74404042150,±20%,74404042,https://www.trustedparts.com/en/search/74404042150,0.85,0.21
L_74404042220,L,22.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,74404042220,±20%,74404042,https://www.trustedparts.com/en/search/74404042220,0.7,0.29
L_74404042330,L,33.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/330.pdf,INDUCTOR SMD 33.0 µH ±20%,Wurth Elektronik,74404042330,±20%,74404042,https://www.trustedparts.com/en/search/74404042330,0.65,0.46
L_74404042470,L,47.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/470.pdf,INDUCTOR SMD 47.0 µH ±20%,Wurth Elektronik,74404042470,±20%,74404042,https://www.trustedparts.com/en/search/74404042470,0.6,0.62
L_74404042680,L,68.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/680.pdf,INDUCTOR SMD 68.0 µH ±20%,Wurth Elektronik,74404042680,±20%,74404042,https://www.trustedparts.com/en/search/74404042680,0.54,0.84
L_74404042101,L,100.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/101.pdf,INDUCTOR SMD 100.0 µH ±20%,Wurth Elektronik,74404042101,±20%,74404042,https://www.trustedparts.com/en/search/74404042101,0.42,1.43
L_74404042151,L,150.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/151.pdf,INDUCTOR SMD 150.0 µH ±20%,Wurth Elektronik,74404042151,±20%,74404042,https://www.trustedparts.com/en/search/74404042151,0.3,2.853
L_74404042221,L,220.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/221.pdf,INDUCTOR SMD 220.0 µH ±20%,Wurth Elektronik,74404042221,±20%,74404042,https://www.trustedparts.com/en/search/74404042221,0.25,3.45
L_74404042331,L,330.0 µH,inductor_footprints:74404042,https://www.we-online.com/components/products/datasheet/331.pdf,INDUCTOR SMD 330.0 µH ±20%,Wurth Elektronik,74404042331,±20%,74404042,https://www.trustedparts.com/en/search/74404042331,0.2,5.3
