Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_XAL8080-681ME,L,680 nH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 680 nH ±20%,Coilcraft,XAL8080-681ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-681ME,37.0,1.65
L_XAL8080-841ME,L,840 nH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 840 nH ±20%,Coilcraft,XAL8080-841ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-841ME,35.0,1.9
L_XAL8080-102ME,L,1.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 1.0 µH ±20%,Coilcraft,XAL8080-102ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-102ME,34.1,2.33
L_XAL8080-222ME,L,2.2 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 2.2 µH ±20%,Coilcraft,XAL8080-222ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-222ME,21.5,4.49
L_XAL8080-472ME,L,4.7 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 4.7 µH ±20%,Coilcraft,XAL8080-472ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-472ME,14.6,9.77
L_XAL8080-682ME,L,6.8 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 6.8 µH ±20%,Coilcraft,XAL8080-682ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-682ME,11.3,14.5
L_XAL8080-103ME,L,10.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 10.0 µH ±20%,Coilcraft,XAL8080-103ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-103ME,8.7,23.1
L_XAL8080-123ME,L,12.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 12.0 µH ±20%,Coilcraft,XAL8080-123ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-123ME,10.5,18.2
L_XAL8080-153ME,L,15.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 15.0 µH ±20%,Coilcraft,XAL8080-153ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-153ME,9.4,22.5
L_XAL8080-183ME,L,18.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 18.0 µH ±20%,Coilcraft,XAL8080-183ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-183ME,8.3,28.0
L_XAL8080-223ME,L,22.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 22.0 µH ±20%,Coilcraft,XAL8080-223ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-223ME,7.6,32.9
L_XAL8080-333ME,L,33.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 33.0 µH ±20%,Coilcraft,XAL8080-333ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-333ME,6.0,48.5
L_XAL8080-473ME,L,47.0 µH,inductor_footprints:XAL8080,https://www.coilcraft.com/getmedia/345e50d6-a804-4ecb-9a92-5185221faf3e/xal8080.pdf,INDUCTOR SMD 47.0 µH ±20%,Coilcraft,XAL8080-473ME,±20%,XAL8080,https://www.trustedparts.com/en/search/XAL8080-473ME,4.8,71.8
