Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Transistor Type,3dviewer Link
Q_PSMN075-100MSEX,Q,100.0 V,transistor_footprints:LFPAK33-8,https://assets.nexperia.com/documents/data-sheet/PSMN075-100MSE.pdf,Transistor 100.0 V,Nexperia,PSMN075-100MSEX,PSMN075-100MSEX,https://www.trustedparts.com/en/search/PSMN075-100MSEX,18.0,N-Channel,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/LFPAK33-8.step
