Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Collector Current (A),Transistor Type
Q_DMP6350S-7,Q,-60 V,transistor_footprints:SOT23,https://sy-dep-epc-lpc.web.cern.ch/components/datasheets/epc-lpc%20(converters)/DMP6350S-P%20Signal%20MOSFET-Diodes%20Inc.pdf,Transistor -60 V,Diodes Incorporated,DMP6350S-7,DMP6350S-7,https://www.trustedparts.com/en/search/DMP6350S-7,-1.2,-,P-Channel
