Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_744040200016,L,160 nH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/0016.pdf,INDUCTOR SMD 160 nH ±20%,Wurth Elektronik,744040200016,±20%,74404020,https://www.trustedparts.com/en/search/744040200016,3.0,0.025
L_744040200033,L,330 nH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,744040200033,±20%,74404020,https://www.trustedparts.com/en/search/744040200033,2.5,0.034
L_744040200047,L,470 nH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,744040200047,±20%,74404020,https://www.trustedparts.com/en/search/744040200047,2.1,0.047
L_744040200068,L,680 nH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744040200068,±20%,74404020,https://www.trustedparts.com/en/search/744040200068,1.8,0.064
L_74404020010,L,1.0 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74404020010,±20%,74404020,https://www.trustedparts.com/en/search/74404020010,1.5,0.094
L_74404020015,L,1.5 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74404020015,±20%,74404020,https://www.trustedparts.com/en/search/74404020015,1.2,0.147
L_74404020022,L,2.2 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74404020022,±20%,74404020,https://www.trustedparts.com/en/search/74404020022,0.96,0.225
L_74404020033,L,3.3 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74404020033,±20%,74404020,https://www.trustedparts.com/en/search/74404020033,0.87,0.275
L_74404020047,L,4.7 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74404020047,±20%,74404020,https://www.trustedparts.com/en/search/74404020047,0.72,0.41
L_74404020068,L,6.8 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74404020068,±20%,74404020,https://www.trustedparts.com/en/search/74404020068,0.55,0.7
L_74404020100,L,10.0 µH,inductor_footprints:74404020,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74404020100,±20%,74404020,https://www.trustedparts.com/en/search/74404020100,0.5,0.86
