Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Color,Pin Count,Mounting Angle,Mounting Style,Number of Rows
S_TS21-34-035-BK-160-SMT-TR,S,TS21-34-035-BK-160-SMT-TR,tactile_switches_footprints:TS21-34-035-BK-160-SMT-TR,https://www.sameskydevices.com/product/resource/ts21.pdf,"Same Sky TS21-34-035-BK-160-SMT-TR series,  2 positions tactile switch,  Black,  Vertical mounting,  Surface Mount, ",Same Sky,TS21-34-035-BK-160-SMT-TR,TS21-34-035-BK-160-SMT-TR,https://www.trustedparts.com/en/search/TS21-34-035-BK-160-SMT-TR,Black,2,Vertical,Surface Mount,2
