Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Maximum DC Current (A),Diode Type
"D_BAT46WJ,115",D,100.0 V,diode_footprints:SOD323F,https://assets.nexperia.com/documents/data-sheet/BAT46WJ.pdf,Schottky SMD 100.0 V,Nexperia,"BAT46WJ,115","BAT46WJ,115","https://www.trustedparts.com/en/search/BAT46WJ,115",0.25,Schottky
