Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_GCM188R71H473KA55J,C,47 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H473KA55-01.pdf,CAP SMD 47 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H473KA55J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H473KA55J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H563KA57D,C,56 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H563KA57-01.pdf,CAP SMD 56 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H563KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H563KA57D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H563KA57J,C,56 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H563KA57-01.pdf,CAP SMD 56 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H563KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H563KA57J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H683KA57D,C,68 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H683KA57-01.pdf,CAP SMD 68 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H683KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H683KA57D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H683KA57J,C,68 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H683KA57-01.pdf,CAP SMD 68 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H683KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H683KA57J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H823KA57D,C,82 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H823KA57-01.pdf,CAP SMD 82 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H823KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H823KA57D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H823KA57J,C,82 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H823KA57-01.pdf,CAP SMD 82 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H823KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H823KA57J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H104KA57D,C,100 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H104KA57-01.pdf,CAP SMD 100 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H104KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H104KA57D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H104KA57J,C,100 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H104KA57-01.pdf,CAP SMD 100 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H104KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H104KA57J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_GCM188R71H154KA64D,C,150 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H154KA64-01.pdf,CAP SMD 150 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H154KA64D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H154KA64D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
