Symbol Name,Datasheet,Description,Footprint,MPN,Reference,Value
S_8SS1012-Z,https://www.nidec-components.com/e/catalog/switch/8ss.pdf,SWITCH SLIDE SPDT 6A 125V,switches_footprints:8SS1012-Z,8SS1012-Z,S,8SS1012-Z
