Symbol Name,Datasheet,Description,Footprint,MPN,Reference,Value
U_MCP2562-E_SN,https://ww1.microchip.com/downloads/en/DeviceDoc/20005167C.pdf,High-Speed CAN Transceiver,microchip_footprints:SOIC8-N_MC_MCH,MCP2562-E/SN,U,MCP2562-E/SN
