Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_744040630082,L,820 nH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/0082.pdf,INDUCTOR SMD 820 nH ±20%,Wurth Elektronik,744040630082,±20%,74404063,https://www.trustedparts.com/en/search/744040630082,6.0,0.01
L_74404063010,L,1.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74404063010,±20%,74404063,https://www.trustedparts.com/en/search/74404063010,5.2,0.01
L_74404063012,L,1.2 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,74404063012,±20%,74404063,https://www.trustedparts.com/en/search/74404063012,4.7,0.012
L_74404063015,L,1.5 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74404063015,±20%,74404063,https://www.trustedparts.com/en/search/74404063015,4.58,0.013
L_74404063022,L,2.2 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74404063022,±20%,74404063,https://www.trustedparts.com/en/search/74404063022,3.75,0.02
L_74404063033,L,3.3 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74404063033,±20%,74404063,https://www.trustedparts.com/en/search/74404063033,3.48,0.025
L_74404063047,L,4.7 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74404063047,±20%,74404063,https://www.trustedparts.com/en/search/74404063047,3.08,0.03
L_74404063068,L,6.8 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74404063068,±20%,74404063,https://www.trustedparts.com/en/search/74404063068,2.4,0.047
L_74404063082,L,8.2 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,74404063082,±20%,74404063,https://www.trustedparts.com/en/search/74404063082,2.25,0.055
L_74404063100,L,10.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74404063100,±20%,74404063,https://www.trustedparts.com/en/search/74404063100,1.95,0.072
L_74404063150,L,15.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,74404063150,±20%,74404063,https://www.trustedparts.com/en/search/74404063150,1.45,0.125
L_74404063220,L,22.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,74404063220,±20%,74404063,https://www.trustedparts.com/en/search/74404063220,1.4,0.14
L_74404063330,L,33.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/330.pdf,INDUCTOR SMD 33.0 µH ±20%,Wurth Elektronik,74404063330,±20%,74404063,https://www.trustedparts.com/en/search/74404063330,1.22,0.185
L_74404063470,L,47.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/470.pdf,INDUCTOR SMD 47.0 µH ±20%,Wurth Elektronik,74404063470,±20%,74404063,https://www.trustedparts.com/en/search/74404063470,1.06,0.315
L_74404063680,L,68.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/680.pdf,INDUCTOR SMD 68.0 µH ±20%,Wurth Elektronik,74404063680,±20%,74404063,https://www.trustedparts.com/en/search/74404063680,0.86,0.36
L_74404063101,L,100.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/101.pdf,INDUCTOR SMD 100.0 µH ±20%,Wurth Elektronik,74404063101,±20%,74404063,https://www.trustedparts.com/en/search/74404063101,0.7,0.5
L_74404063681,L,680.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/681.pdf,INDUCTOR SMD 680.0 µH ±20%,Wurth Elektronik,74404063681,±20%,74404063,https://www.trustedparts.com/en/search/74404063681,0.27,5.526
L_74404063102,L,1000.0 µH,inductor_footprints:74404063,https://www.we-online.com/components/products/datasheet/102.pdf,INDUCTOR SMD 1000.0 µH ±20%,Wurth Elektronik,74404063102,±20%,74404063,https://www.trustedparts.com/en/search/74404063102,0.22,6.44
