Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type
C_GCM155R71H221KA37D,C,220 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H221KA37-01.pdf,CAP SMD 220 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H221KA37D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H221KA37D,Ceramic
C_GCM155R71H221KA37J,C,220 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H221KA37-01.pdf,CAP SMD 220 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H221KA37J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H221KA37J,Ceramic
C_GCM155R71H271KA37D,C,270 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H271KA37-01.pdf,CAP SMD 270 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H271KA37D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H271KA37D,Ceramic
C_GCM155R71H271KA37J,C,270 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H271KA37-01.pdf,CAP SMD 270 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H271KA37J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H271KA37J,Ceramic
C_GCM155R71H331KA37D,C,330 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H331KA37-01.pdf,CAP SMD 330 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H331KA37D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H331KA37D,Ceramic
C_GCM155R71H331KA37J,C,330 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H331KA37-01.pdf,CAP SMD 330 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H331KA37J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H331KA37J,Ceramic
C_GCM155R71H391KA37D,C,390 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H391KA37-01.pdf,CAP SMD 390 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H391KA37D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H391KA37D,Ceramic
C_GCM155R71H391KA37J,C,390 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H391KA37-01.pdf,CAP SMD 390 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H391KA37J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H391KA37J,Ceramic
C_GCM155R71H471KA37D,C,470 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H471KA37-01.pdf,CAP SMD 470 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H471KA37D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H471KA37D,Ceramic
C_GCM155R71H471KA37J,C,470 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H471KA37-01.pdf,CAP SMD 470 pF X7R 10% 0402 50V,Murata Electronics,GCM155R71H471KA37J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H471KA37J,Ceramic
