Symbol Name,Datasheet,Description,Footprint,MPN,Reference,Value
U_74CBTLV3253BQ_115,https://assets.nexperia.com/documents/data-sheet/74CBTLV3253.pdf,Dual 1-of-4 multiplexer/demultiplexer,nexperia_footprints:DHVQFN16_SOT763-1_NEX,"74CBTLV3253BQ,115",U,U_74CBTLV3253BQ_115
