Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_74439346010,L,1.0 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74439346010,±20%,74439346,https://www.trustedparts.com/en/search/74439346010,20.95,4.07
L_74439346012,L,1.2 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,74439346012,±20%,74439346,https://www.trustedparts.com/en/search/74439346012,20.5,4.38
L_74439346015,L,1.5 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74439346015,±20%,74439346,https://www.trustedparts.com/en/search/74439346015,19.35,4.68
L_74439346018,L,1.8 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/018.pdf,INDUCTOR SMD 1.8 µH ±20%,Wurth Elektronik,74439346018,±20%,74439346,https://www.trustedparts.com/en/search/74439346018,17.35,5.64
L_74439346022,L,2.2 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74439346022,±20%,74439346,https://www.trustedparts.com/en/search/74439346022,15.75,6.69
L_74439346033,L,3.3 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74439346033,±20%,74439346,https://www.trustedparts.com/en/search/74439346033,10.7,12.99
L_74439346047,L,4.7 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74439346047,±20%,74439346,https://www.trustedparts.com/en/search/74439346047,9.6,14.3
L_74439346056,L,5.6 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,74439346056,±20%,74439346,https://www.trustedparts.com/en/search/74439346056,8.9,16.5
L_74439346068,L,6.8 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74439346068,±20%,74439346,https://www.trustedparts.com/en/search/74439346068,8.1,19.36
L_74439346082,L,8.2 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,74439346082,±20%,74439346,https://www.trustedparts.com/en/search/74439346082,6.95,25.3
L_74439346100,L,10.0 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74439346100,±20%,74439346,https://www.trustedparts.com/en/search/74439346100,6.4,29.15
L_74439346150,L,15.0 µH,inductor_footprints:74439346,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,74439346150,±20%,74439346,https://www.trustedparts.com/en/search/74439346150,4.9,46.2
