Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_744040640047,L,470 nH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,744040640047,±20%,74404064,https://www.trustedparts.com/en/search/744040640047,8.0,0.006
L_744040640068,L,680 nH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744040640068,±20%,74404064,https://www.trustedparts.com/en/search/744040640068,7.2,0.007
L_74404064010,L,1.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74404064010,±20%,74404064,https://www.trustedparts.com/en/search/74404064010,5.9,0.011
L_74404064012,L,1.2 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,74404064012,±20%,74404064,https://www.trustedparts.com/en/search/74404064012,6.25,0.01
L_74404064015,L,1.5 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74404064015,±20%,74404064,https://www.trustedparts.com/en/search/74404064015,6.2,0.012
L_74404064018,L,1.8 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/018.pdf,INDUCTOR SMD 1.8 µH ±20%,Wurth Elektronik,74404064018,±20%,74404064,https://www.trustedparts.com/en/search/74404064018,5.8,0.012
L_74404064022,L,2.2 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74404064022,±20%,74404064,https://www.trustedparts.com/en/search/74404064022,5.4,0.014
L_74404064033,L,3.3 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74404064033,±20%,74404064,https://www.trustedparts.com/en/search/74404064033,4.2,0.021
L_74404064047,L,4.7 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74404064047,±20%,74404064,https://www.trustedparts.com/en/search/74404064047,3.85,0.026
L_74404064068,L,6.8 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74404064068,±20%,74404064,https://www.trustedparts.com/en/search/74404064068,3.2,0.031
L_74404064082,L,8.2 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,74404064082,±20%,74404064,https://www.trustedparts.com/en/search/74404064082,3.0,0.043
L_74404064100,L,10.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74404064100,±20%,74404064,https://www.trustedparts.com/en/search/74404064100,2.85,0.048
L_74404064120,L,12.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/120.pdf,INDUCTOR SMD 12.0 µH ±20%,Wurth Elektronik,74404064120,±20%,74404064,https://www.trustedparts.com/en/search/74404064120,2.6,0.058
L_74404064150,L,15.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,74404064150,±20%,74404064,https://www.trustedparts.com/en/search/74404064150,2.45,0.068
L_74404064180,L,18.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/180.pdf,INDUCTOR SMD 18.0 µH ±20%,Wurth Elektronik,74404064180,±20%,74404064,https://www.trustedparts.com/en/search/74404064180,2.2,0.081
L_74404064220,L,22.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,74404064220,±20%,74404064,https://www.trustedparts.com/en/search/74404064220,2.1,0.089
L_74404064330,L,33.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/330.pdf,INDUCTOR SMD 33.0 µH ±20%,Wurth Elektronik,74404064330,±20%,74404064,https://www.trustedparts.com/en/search/74404064330,1.8,0.137
L_74404064470,L,47.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/470.pdf,INDUCTOR SMD 47.0 µH ±20%,Wurth Elektronik,74404064470,±20%,74404064,https://www.trustedparts.com/en/search/74404064470,1.4,0.2
L_74404064560,L,56.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/560.pdf,INDUCTOR SMD 56.0 µH ±20%,Wurth Elektronik,74404064560,±20%,74404064,https://www.trustedparts.com/en/search/74404064560,1.3,0.22
L_74404064680,L,68.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/680.pdf,INDUCTOR SMD 68.0 µH ±20%,Wurth Elektronik,74404064680,±20%,74404064,https://www.trustedparts.com/en/search/74404064680,1.2,0.289
L_74404064101,L,100.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/101.pdf,INDUCTOR SMD 100.0 µH ±20%,Wurth Elektronik,74404064101,±20%,74404064,https://www.trustedparts.com/en/search/74404064101,1.0,0.433
L_74404064121,L,120.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/121.pdf,INDUCTOR SMD 120.0 µH ±20%,Wurth Elektronik,74404064121,±20%,74404064,https://www.trustedparts.com/en/search/74404064121,0.85,0.52
L_74404064151,L,150.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/151.pdf,INDUCTOR SMD 150.0 µH ±20%,Wurth Elektronik,74404064151,±20%,74404064,https://www.trustedparts.com/en/search/74404064151,0.84,0.57
L_74404064221,L,220.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/221.pdf,INDUCTOR SMD 220.0 µH ±20%,Wurth Elektronik,74404064221,±20%,74404064,https://www.trustedparts.com/en/search/74404064221,0.66,0.85
L_74404064331,L,330.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/331.pdf,INDUCTOR SMD 330.0 µH ±20%,Wurth Elektronik,74404064331,±20%,74404064,https://www.trustedparts.com/en/search/74404064331,0.58,1.177
L_74404064681,L,680.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/681.pdf,INDUCTOR SMD 680.0 µH ±20%,Wurth Elektronik,74404064681,±20%,74404064,https://www.trustedparts.com/en/search/74404064681,0.35,2.65
L_74404064102,L,1000.0 µH,inductor_footprints:74404064,https://www.we-online.com/components/products/datasheet/102.pdf,INDUCTOR SMD 1000.0 µH ±20%,Wurth Elektronik,74404064102,±20%,74404064,https://www.trustedparts.com/en/search/74404064102,0.3,4.783
