Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Collector Current (A),Transistor Type
Q_BSZ100N06NS,Q,60 V,transistor_footprints:TSDSON-8FL,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz100n06ns-datasheet-en.pdf,Transistor 60 V,Infineon Technologies,BSZ100N06NS,BSZ100N06NS,https://www.trustedparts.com/en/search/BSZ100N06NS,40.0,-,N-Channel
