Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type
C_50SVPK10M10,C,10 µF,capacitor_footprints:C_023x0196_5_9x5_0Metric,https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C226.pdf,CAP SMD 10 µF Polymer 20% 023x0196 50V,Panasonic,50SVPK10M10,Polymer,20%,50V,023x0196,5_9x5_0,50SVPK10M,https://www.trustedparts.com/en/search/50SVPK10M10,Polymer
