Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_7443934450015,L,150 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0015.pdf,INDUCTOR SMD 150 nH ±20%,Wurth Elektronik,7443934450015,±20%,744393445,https://www.trustedparts.com/en/search/7443934450015,56.8,1.2
L_7443934450022,L,220 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,7443934450022,±20%,744393445,https://www.trustedparts.com/en/search/7443934450022,51.6,1.5
L_7443934450033,L,330 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,7443934450033,±20%,744393445,https://www.trustedparts.com/en/search/7443934450033,42.5,2.0
L_7443934450047,L,470 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,7443934450047,±20%,744393445,https://www.trustedparts.com/en/search/7443934450047,40.7,2.7
L_7443934450056,L,560 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0056.pdf,INDUCTOR SMD 560 nH ±20%,Wurth Elektronik,7443934450056,±20%,744393445,https://www.trustedparts.com/en/search/7443934450056,31.4,3.4
L_7443934450068,L,680 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,7443934450068,±20%,744393445,https://www.trustedparts.com/en/search/7443934450068,30.0,3.4
L_7443934450082,L,820 nH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/0082.pdf,INDUCTOR SMD 820 nH ±20%,Wurth Elektronik,7443934450082,±20%,744393445,https://www.trustedparts.com/en/search/7443934450082,28.7,4.0
L_744393445010,L,1.0 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,744393445010,±20%,744393445,https://www.trustedparts.com/en/search/744393445010,25.1,4.9
L_744393445012,L,1.2 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,744393445012,±20%,744393445,https://www.trustedparts.com/en/search/744393445012,24.8,5.2
L_744393445015,L,1.5 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,744393445015,±20%,744393445,https://www.trustedparts.com/en/search/744393445015,22.0,7.0
L_744393445018,L,1.8 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/018.pdf,INDUCTOR SMD 1.8 µH ±20%,Wurth Elektronik,744393445018,±20%,744393445,https://www.trustedparts.com/en/search/744393445018,21.8,8.0
L_744393445022,L,2.2 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,744393445022,±20%,744393445,https://www.trustedparts.com/en/search/744393445022,19.2,103.0
L_744393445033,L,3.3 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,744393445033,±20%,744393445,https://www.trustedparts.com/en/search/744393445033,13.9,15.4
L_744393445047,L,4.7 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,744393445047,±20%,744393445,https://www.trustedparts.com/en/search/744393445047,13.0,21.0
L_744393445056,L,5.6 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,744393445056,±20%,744393445,https://www.trustedparts.com/en/search/744393445056,11.7,24.1
L_744393445068,L,6.8 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,744393445068,±20%,744393445,https://www.trustedparts.com/en/search/744393445068,9.8,28.0
L_744393445082,L,8.2 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,744393445082,±20%,744393445,https://www.trustedparts.com/en/search/744393445082,7.8,38.0
L_744393445100,L,10.0 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,744393445100,±20%,744393445,https://www.trustedparts.com/en/search/744393445100,7.5,44.0
L_744393445120,L,12.0 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/120.pdf,INDUCTOR SMD 12.0 µH ±20%,Wurth Elektronik,744393445120,±20%,744393445,https://www.trustedparts.com/en/search/744393445120,6.6,53.0
L_744393445150,L,15.0 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,744393445150,±20%,744393445,https://www.trustedparts.com/en/search/744393445150,5.9,72.0
L_744393445180,L,18.0 µH,inductor_footprints:744393445,https://www.we-online.com/components/products/datasheet/180.pdf,INDUCTOR SMD 18.0 µH ±20%,Wurth Elektronik,744393445180,±20%,744393445,https://www.trustedparts.com/en/search/744393445180,5.0,77.0
