Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_XFL2006-102ME,L,1.0 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 1.0 µH ±20%,Coilcraft,XFL2006-102ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-102ME,1.22,0.169
L_XFL2006-222ME,L,2.2 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 2.2 µH ±20%,Coilcraft,XFL2006-222ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-222ME,0.95,0.306
L_XFL2006-332ME,L,3.3 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 3.3 µH ±20%,Coilcraft,XFL2006-332ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-332ME,0.72,0.506
L_XFL2006-472ME,L,4.7 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 4.7 µH ±20%,Coilcraft,XFL2006-472ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-472ME,0.66,0.732
L_XFL2006-562ME,L,5.6 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 5.6 µH ±20%,Coilcraft,XFL2006-562ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-562ME,0.6,0.825
L_XFL2006-682ME,L,6.8 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 6.8 µH ±20%,Coilcraft,XFL2006-682ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-682ME,0.52,1.02
L_XFL2006-822ME,L,8.2 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 8.2 µH ±20%,Coilcraft,XFL2006-822ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-822ME,0.49,1.19
L_XFL2006-103ME,L,10.0 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 10.0 µH ±20%,Coilcraft,XFL2006-103ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-103ME,0.44,1.4
L_XFL2006-153ME,L,15.0 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 15.0 µH ±20%,Coilcraft,XFL2006-153ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-153ME,0.35,2.22
L_XFL2006-223ME,L,22.0 µH,inductor_footprints:XFL2006,https://www.coilcraft.com/getmedia/65419ba7-9eac-409b-830a-74bf182a8aca/xfl2006.pdf,INDUCTOR SMD 22.0 µH ±20%,Coilcraft,XFL2006-223ME,±20%,XFL2006,https://www.trustedparts.com/en/search/XFL2006-223ME,0.305,3.06
