Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Collector Current (A),Transistor Type
Q_BSZ031NE2LS5ATMA1,Q,25 V,transistor_footprints:TSDSON-8FL,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz031ne2ls5-datasheet-en.pdf?fileId=5546d4624eeb2bc7014f17a9bb6a75fa,Transistor 25 V,Infineon Technologies,BSZ031NE2LS5ATMA1,BSZ031NE2LS5ATMA1,https://www.trustedparts.com/en/search/BSZ031NE2LS5ATMA1,80.0,-,N-Channel
