Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_GCM1555C1H150FA16D,C,15 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H150FA16-01.pdf,CAP SMD 15 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H150FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H150FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H150FA16J,C,15 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H150FA16-01.pdf,CAP SMD 15 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H150FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H150FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H160FA16D,C,16 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H160FA16-01.pdf,CAP SMD 16 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H160FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H160FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H160FA16J,C,16 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H160FA16-01.pdf,CAP SMD 16 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H160FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H160FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H180FA16D,C,18 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H180FA16-01.pdf,CAP SMD 18 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H180FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H180FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H180FA16J,C,18 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H180FA16-01.pdf,CAP SMD 18 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H180FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H180FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H200FA16D,C,20 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H200FA16-01.pdf,CAP SMD 20 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H200FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H200FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H200FA16J,C,20 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H200FA16-01.pdf,CAP SMD 20 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H200FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H200FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H220FA16D,C,22 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H220FA16-01.pdf,CAP SMD 22 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H220FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H220FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H220FA16J,C,22 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H220FA16-01.pdf,CAP SMD 22 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H220FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H220FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H240FA16D,C,24 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H240FA16-01.pdf,CAP SMD 24 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H240FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H240FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H240FA16J,C,24 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H240FA16-01.pdf,CAP SMD 24 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H240FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H240FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H270FA16D,C,27 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H270FA16-01.pdf,CAP SMD 27 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H270FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H270FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H270FA16J,C,27 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H270FA16-01.pdf,CAP SMD 27 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H270FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H270FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H300FA16D,C,30 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H300FA16-01.pdf,CAP SMD 30 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H300FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H300FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H300FA16J,C,30 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H300FA16-01.pdf,CAP SMD 30 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H300FA16J,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H300FA16J,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
C_GCM1555C1H330FA16D,C,33 pF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM1555C1H330FA16-01.pdf,CAP SMD 33 pF C0G (NP0) 1% 0402 50V,Murata Electronics,GCM1555C1H330FA16D,C0G (NP0),1%,50V,0402,1005,GCM1555C1H,https://www.trustedparts.com/en/search/GCM1555C1H330FA16D,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0402.step
