Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_7443934650022,L,220 nH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,7443934650022,±20%,744393465,https://www.trustedparts.com/en/search/7443934650022,54.0,1.3
L_7443934650047,L,470 nH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,7443934650047,±20%,744393465,https://www.trustedparts.com/en/search/7443934650047,45.0,1.5
L_7443934650068,L,680 nH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,7443934650068,±20%,744393465,https://www.trustedparts.com/en/search/7443934650068,40.6,2.1
L_744393465010,L,1.0 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,744393465010,±20%,744393465,https://www.trustedparts.com/en/search/744393465010,32.3,2.5
L_744393465012,L,1.2 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,744393465012,±20%,744393465,https://www.trustedparts.com/en/search/744393465012,30.9,3.4
L_744393465015,L,1.5 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,744393465015,±20%,744393465,https://www.trustedparts.com/en/search/744393465015,30.6,3.8
L_744393465018,L,1.8 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/018.pdf,INDUCTOR SMD 1.8 µH ±20%,Wurth Elektronik,744393465018,±20%,744393465,https://www.trustedparts.com/en/search/744393465018,25.7,4.0
L_744393465022,L,2.2 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,744393465022,±20%,744393465,https://www.trustedparts.com/en/search/744393465022,22.3,4.5
L_744393465033,L,3.3 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,744393465033,±20%,744393465,https://www.trustedparts.com/en/search/744393465033,20.4,6.5
L_744393465047,L,4.7 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,744393465047,±20%,744393465,https://www.trustedparts.com/en/search/744393465047,14.6,10.1
L_744393465056,L,5.6 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,744393465056,±20%,744393465,https://www.trustedparts.com/en/search/744393465056,13.7,11.7
L_744393465068,L,6.8 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,744393465068,±20%,744393465,https://www.trustedparts.com/en/search/744393465068,13.4,14.0
L_744393465082,L,8.2 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,744393465082,±20%,744393465,https://www.trustedparts.com/en/search/744393465082,13.1,16.8
L_744393465100,L,10.0 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,744393465100,±20%,744393465,https://www.trustedparts.com/en/search/744393465100,10.0,19.4
L_744393465120,L,12.0 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/120.pdf,INDUCTOR SMD 12.0 µH ±20%,Wurth Elektronik,744393465120,±20%,744393465,https://www.trustedparts.com/en/search/744393465120,8.9,24.2
L_744393465150,L,15.0 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,744393465150,±20%,744393465,https://www.trustedparts.com/en/search/744393465150,8.5,31.1
L_744393465180,L,18.0 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/180.pdf,INDUCTOR SMD 18.0 µH ±20%,Wurth Elektronik,744393465180,±20%,744393465,https://www.trustedparts.com/en/search/744393465180,7.2,37.3
L_744393465220,L,22.0 µH,inductor_footprints:744393465,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,744393465220,±20%,744393465,https://www.trustedparts.com/en/search/744393465220,5.3,46.9
