Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type
C_GRM155Z71A105KE44D,C,1 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A105KE44-01.pdf,CAP SMD 1 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A105KE44D,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A105KE44D,Ceramic
C_GRM155Z71A105KE44J,C,1 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A105KE44-01.pdf,CAP SMD 1 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A105KE44J,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A105KE44J,Ceramic
C_GRM155Z71A225KE44D,C,2.2 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A225KE44-01.pdf,CAP SMD 2.2 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A225KE44D,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A225KE44D,Ceramic
C_GRM155Z71A225KE44J,C,2.2 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A225KE44-01.pdf,CAP SMD 2.2 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A225KE44J,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A225KE44J,Ceramic
