Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_C1608X7S1A225K080AC,C,2.2 µF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1608X7S1A225K080AC,CAP SMD 2.2 µF X7S 10% 0603 10V,TDK,C1608X7S1A225K080AC,X7S,10%,10V,0603,1608,C1608X7S1A,https://www.trustedparts.com/en/search/C1608X7S1A225K080AC,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
C_C1608X7S1A475K080AC,C,4.7 µF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1608X7S1A475K080AC,CAP SMD 4.7 µF X7S 10% 0603 10V,TDK,C1608X7S1A475K080AC,X7S,10%,10V,0603,1608,C1608X7S1A,https://www.trustedparts.com/en/search/C1608X7S1A475K080AC,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_0603.step
