Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_744373210010,L,100 nH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/0010.pdf,INDUCTOR SMD 100 nH ±20%,Wurth Elektronik,744373210010,±20%,74437321,https://www.trustedparts.com/en/search/744373210010,14.1,5.5
L_744373210022,L,220 nH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,744373210022,±20%,74437321,https://www.trustedparts.com/en/search/744373210022,11.4,8.0
L_744373210047,L,470 nH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,744373210047,±20%,74437321,https://www.trustedparts.com/en/search/744373210047,6.9,20.0
L_74437321010,L,1.0 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74437321010,±20%,74437321,https://www.trustedparts.com/en/search/74437321010,4.5,47.0
L_74437321015,L,1.5 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74437321015,±20%,74437321,https://www.trustedparts.com/en/search/74437321015,3.9,63.3
L_74437321022,L,2.2 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74437321022,±20%,74437321,https://www.trustedparts.com/en/search/74437321022,3.5,80.0
L_74437321033,L,3.3 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74437321033,±20%,74437321,https://www.trustedparts.com/en/search/74437321033,3.15,97.0
L_74437321047,L,4.7 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74437321047,±20%,74437321,https://www.trustedparts.com/en/search/74437321047,2.55,145.0
L_74437321056,L,5.6 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,74437321056,±20%,74437321,https://www.trustedparts.com/en/search/74437321056,2.15,208.0
L_74437321068,L,6.8 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74437321068,±20%,74437321,https://www.trustedparts.com/en/search/74437321068,1.65,360.0
L_74437321082,L,8.2 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,74437321082,±20%,74437321,https://www.trustedparts.com/en/search/74437321082,1.6,376.0
L_74437321100,L,10.0 µH,inductor_footprints:74437321,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74437321100,±20%,74437321,https://www.trustedparts.com/en/search/74437321100,1.4,463.0
