Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Pin Count,Mounting Angle,Mounting Style,Number of Rows
S_8SS1012-Z,S,8SS1012-Z,slide_switches_footprints:8SS1012-Z,https://www.nidec-components.com/e/catalog/switch/8ss.pdf,"Nidec Components Corporation Vertical mounting,  Through Hole, ",Nidec Components Corporation,8SS1012-Z,8SS1012-Z,https://www.trustedparts.com/en/search/8SS1012-Z,3,Vertical,Through Hole,1
