Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_7443640100B,L,1.0 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0100B.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,7443640100B,±20%,744364,https://www.trustedparts.com/en/search/7443640100B,86.2,0.48
L_7443640150B,L,1.5 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0150B.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,7443640150B,±20%,744364,https://www.trustedparts.com/en/search/7443640150B,86.2,0.48
L_7443640330,L,3.3 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0330.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,7443640330,±20%,744364,https://www.trustedparts.com/en/search/7443640330,34.95,2.64
L_7443640330B,L,3.3 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0330B.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,7443640330B,±20%,744364,https://www.trustedparts.com/en/search/7443640330B,59.2,0.97
L_7443640470,L,4.7 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0470.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,7443640470,±20%,744364,https://www.trustedparts.com/en/search/7443640470,34.95,2.64
L_7443640470B,L,4.7 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0470B.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,7443640470B,±20%,744364,https://www.trustedparts.com/en/search/7443640470B,59.2,0.97
L_7443640680,L,6.8 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0680.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,7443640680,±20%,744364,https://www.trustedparts.com/en/search/7443640680,34.95,2.64
L_7443640680B,L,6.8 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/0680B.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,7443640680B,±20%,744364,https://www.trustedparts.com/en/search/7443640680B,59.2,0.97
L_7443641000,L,10.0 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/1000.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,7443641000,±20%,744364,https://www.trustedparts.com/en/search/7443641000,34.95,2.64
L_7443641000B,L,10.0 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/1000B.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,7443641000B,±20%,744364,https://www.trustedparts.com/en/search/7443641000B,59.2,0.97
L_7443641500,L,15.0 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/1500.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,7443641500,±20%,744364,https://www.trustedparts.com/en/search/7443641500,34.95,2.64
L_7443642200,L,22.0 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/2200.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,7443642200,±20%,744364,https://www.trustedparts.com/en/search/7443642200,34.95,2.64
L_7443643300,L,33.0 µH,inductor_footprints:744364,https://www.we-online.com/components/products/datasheet/3300.pdf,INDUCTOR SMD 33.0 µH ±20%,Wurth Elektronik,7443643300,±20%,744364,https://www.trustedparts.com/en/search/7443643300,34.95,2.64
