Symbol Name,Datasheet,Description,Footprint,MPN,Reference,Value
U_STM32H563ZIT6,https://www.st.com/resource/en/datasheet/stm32h562ag.pdf,"Arm® Cortex®-M33 32-bit MCU + TrustZone® + FPU, 375 DMIPS, 250 MHz, 2-Mbyte flash, 640-Kbyte RAM, math accelerators",st_footprints:LQFP-144_STM,STM32H563ZIT6,U,STM32H563ZIT6
