Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_744373770022,L,220 nH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,744373770022,±20%,74437377,https://www.trustedparts.com/en/search/744373770022,45.0,0.9
L_744373770033,L,330 nH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,744373770033,±20%,74437377,https://www.trustedparts.com/en/search/744373770033,41.6,1.05
L_744373770047,L,470 nH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,744373770047,±20%,74437377,https://www.trustedparts.com/en/search/744373770047,33.8,1.6
L_744373770056,L,560 nH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/0056.pdf,INDUCTOR SMD 560 nH ±20%,Wurth Elektronik,744373770056,±20%,74437377,https://www.trustedparts.com/en/search/744373770056,32.9,1.7
L_744373770068,L,680 nH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744373770068,±20%,74437377,https://www.trustedparts.com/en/search/744373770068,28.8,2.2
L_74437377010,L,1.0 µH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74437377010,±20%,74437377,https://www.trustedparts.com/en/search/74437377010,23.5,3.5
L_74437377015,L,1.5 µH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74437377015,±20%,74437377,https://www.trustedparts.com/en/search/74437377015,17.8,5.5
L_74437377022,L,2.2 µH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74437377022,±20%,74437377,https://www.trustedparts.com/en/search/74437377022,14.3,8.0
L_74437377033,L,3.3 µH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74437377033,±20%,74437377,https://www.trustedparts.com/en/search/74437377033,12.8,11.0
L_74437377047,L,4.7 µH,inductor_footprints:74437377,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74437377047,±20%,74437377,https://www.trustedparts.com/en/search/74437377047,10.6,15.0
