Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Maximum DC Current (A),Diode Type
D_KP-1608SGC,D,2.2 V,diode_footprints:LED_GREEN_0603_1608Metric,https://www.tme.eu/Document/00c026014e4e4cabfb9c846616baea66/KP-1608SGC.pdf,Green LED SMD 2.2 V,Kingbright,KP/1608SGC,KP-1608SGC,https://www.trustedparts.com/en/search/KP/1608SGC,0.02,Green LED
