Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Collector Current (A),Transistor Type
Q_BSZ060NE2LS,Q,20 V,transistor_footprints:TSDSON-8FL,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz060ne2ls-datasheet-en.pdf?fileId=db3a30432ea425a4012ec927cb360e1f,Transistor 20 V,Infineon Technologies,BSZ060NE2LS,BSZ060NE2LS,https://www.trustedparts.com/en/search/BSZ060NE2LS,51.0,-,N-Channel
