Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_7443630070,L,700 nH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0070.pdf,INDUCTOR SMD 700 nH ±20%,Wurth Elektronik,7443630070,±20%,744363,https://www.trustedparts.com/en/search/7443630070,54.7,0.91
L_7443630140,L,1.4 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0140.pdf,INDUCTOR SMD 1.4 µH ±20%,Wurth Elektronik,7443630140,±20%,744363,https://www.trustedparts.com/en/search/7443630140,47.1,1.19
L_7443630220,L,2.2 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0220.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,7443630220,±20%,744363,https://www.trustedparts.com/en/search/7443630220,39.5,1.65
L_7443630310,L,3.1 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0310.pdf,INDUCTOR SMD 3.1 µH ±20%,Wurth Elektronik,7443630310,±20%,744363,https://www.trustedparts.com/en/search/7443630310,33.15,2.3
L_7443630420,L,4.2 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0420.pdf,INDUCTOR SMD 4.2 µH ±20%,Wurth Elektronik,7443630420,±20%,744363,https://www.trustedparts.com/en/search/7443630420,27.0,3.34
L_7443630550,L,5.5 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0550.pdf,INDUCTOR SMD 5.5 µH ±20%,Wurth Elektronik,7443630550,±20%,744363,https://www.trustedparts.com/en/search/7443630550,23.35,4.4
L_7443630700,L,7.0 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0700.pdf,INDUCTOR SMD 7.0 µH ±20%,Wurth Elektronik,7443630700,±20%,744363,https://www.trustedparts.com/en/search/7443630700,19.5,6.17
L_7443630860,L,8.6 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/0860.pdf,INDUCTOR SMD 8.6 µH ±20%,Wurth Elektronik,7443630860,±20%,744363,https://www.trustedparts.com/en/search/7443630860,17.1,7.91
L_7443631000,L,10.0 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/1000.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,7443631000,±20%,744363,https://www.trustedparts.com/en/search/7443631000,16.15,8.76
L_7443631500,L,15.0 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/1500.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,7443631500,±20%,744363,https://www.trustedparts.com/en/search/7443631500,15.4,9.57
L_7443632200,L,22.0 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/2200.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,7443632200,±20%,744363,https://www.trustedparts.com/en/search/7443632200,13.8,11.72
L_7443633300,L,33.0 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/3300.pdf,INDUCTOR SMD 33.0 µH ±20%,Wurth Elektronik,7443633300,±20%,744363,https://www.trustedparts.com/en/search/7443633300,13.3,12.54
L_7443634700,L,47.0 µH,inductor_footprints:744363,https://www.we-online.com/components/products/datasheet/4700.pdf,INDUCTOR SMD 47.0 µH ±20%,Wurth Elektronik,7443634700,±20%,744363,https://www.trustedparts.com/en/search/7443634700,12.8,13.42
