Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type
C_GRT155R61A106ME13D,C,10 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRT155R61A106ME13-01.pdf,CAP SMD 10 µF X5R 20% 0402 10V,Murata Electronics,GRT155R61A106ME13D,X5R,20%,10V,0402,1005,GRT155R61A,https://www.trustedparts.com/en/search/GRT155R61A106ME13D,Ceramic
C_GRT155R61A106ME13J,C,10 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRT155R61A106ME13-01.pdf,CAP SMD 10 µF X5R 20% 0402 10V,Murata Electronics,GRT155R61A106ME13J,X5R,20%,10V,0402,1005,GRT155R61A,https://www.trustedparts.com/en/search/GRT155R61A106ME13J,Ceramic
