Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Color,Pitch (mm),Pin Count,Mounting Angle,Mounting Style,Display Type,Number of Rows
DS_157143B12800,DS,157143B12800,seven_segm_display:157143B12800,https://www.we-online.com/components/products/datasheet/157143B12800.pdf?srsltid=AfmBOopWIjRtx3PotVrKoA5nX-pDkrLhAJL8G0V-MiBL1VxnND_REzTM,"Würth Elektronik 157143B12800 series,  Seven Segment Display,  10 pins,  Common Anode,  Blue segments,  Vertical mounting,  Surface Mount",Würth Elektronik,157143B12800,157143B12800,https://www.trustedparts.com/en/search/157143B12800,Blue,2.54,10,Vertical,Surface Mount,Common Anode,1
