Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_7443936050022,L,220 nH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,7443936050022,±20%,744393605,https://www.trustedparts.com/en/search/7443936050022,96.6,0.5
L_7443936050068,L,680 nH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,7443936050068,±20%,744393605,https://www.trustedparts.com/en/search/7443936050068,61.1,0.91
L_744393605010,L,1.0 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,744393605010,±20%,744393605,https://www.trustedparts.com/en/search/744393605010,45.6,1.1
L_744393605015,L,1.5 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,744393605015,±20%,744393605,https://www.trustedparts.com/en/search/744393605015,41.9,1.7
L_744393605022,L,2.2 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,744393605022,±20%,744393605,https://www.trustedparts.com/en/search/744393605022,29.5,2.6
L_744393605033,L,3.3 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,744393605033,±20%,744393605,https://www.trustedparts.com/en/search/744393605033,28.7,3.4
L_744393605047,L,4.7 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,744393605047,±20%,744393605,https://www.trustedparts.com/en/search/744393605047,27.9,4.5
L_744393605056,L,5.6 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,744393605056,±20%,744393605,https://www.trustedparts.com/en/search/744393605056,25.2,5.9
L_744393605068,L,6.8 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,744393605068,±20%,744393605,https://www.trustedparts.com/en/search/744393605068,20.0,7.0
L_744393605082,L,8.2 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,744393605082,±20%,744393605,https://www.trustedparts.com/en/search/744393605082,19.2,8.7
L_744393605100,L,10.0 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,744393605100,±20%,744393605,https://www.trustedparts.com/en/search/744393605100,17.2,9.7
L_744393605150,L,15.0 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,744393605150,±20%,744393605,https://www.trustedparts.com/en/search/744393605150,14.9,15.2
L_744393605220,L,22.0 µH,inductor_footprints:744393605,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,744393605220,±20%,744393605,https://www.trustedparts.com/en/search/744393605220,11.6,22.0
