Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_744373460022,L,220 nH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,744373460022,±20%,74437346,https://www.trustedparts.com/en/search/744373460022,23.0,2.8
L_744373460033,L,330 nH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,744373460033,±20%,74437346,https://www.trustedparts.com/en/search/744373460033,17.8,3.9
L_744373460047,L,470 nH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,744373460047,±20%,74437346,https://www.trustedparts.com/en/search/744373460047,16.6,4.2
L_744373460068,L,680 nH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744373460068,±20%,74437346,https://www.trustedparts.com/en/search/744373460068,15.1,5.5
L_744373460082,L,820 nH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/0082.pdf,INDUCTOR SMD 820 nH ±20%,Wurth Elektronik,744373460082,±20%,74437346,https://www.trustedparts.com/en/search/744373460082,12.7,8.0
L_74437346010,L,1.0 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74437346010,±20%,74437346,https://www.trustedparts.com/en/search/74437346010,11.4,10.0
L_74437346015,L,1.5 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74437346015,±20%,74437346,https://www.trustedparts.com/en/search/74437346015,9.1,15.0
L_74437346018,L,1.8 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/018.pdf,INDUCTOR SMD 1.8 µH ±20%,Wurth Elektronik,74437346018,±20%,74437346,https://www.trustedparts.com/en/search/74437346018,8.8,17.0
L_74437346022,L,2.2 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74437346022,±20%,74437346,https://www.trustedparts.com/en/search/74437346022,7.7,20.0
L_74437346025,L,2.5 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/025.pdf,INDUCTOR SMD 2.5 µH ±20%,Wurth Elektronik,74437346025,±20%,74437346,https://www.trustedparts.com/en/search/74437346025,7.3,22.0
L_74437346033,L,3.3 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74437346033,±20%,74437346,https://www.trustedparts.com/en/search/74437346033,6.2,30.0
L_74437346047,L,4.7 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74437346047,±20%,74437346,https://www.trustedparts.com/en/search/74437346047,5.35,40.0
L_74437346056,L,5.6 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,74437346056,±20%,74437346,https://www.trustedparts.com/en/search/74437346056,5.0,48.0
L_74437346068,L,6.8 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74437346068,±20%,74437346,https://www.trustedparts.com/en/search/74437346068,4.45,60.0
L_74437346082,L,8.2 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,74437346082,±20%,74437346,https://www.trustedparts.com/en/search/74437346082,4.1,68.0
L_74437346100,L,10.0 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74437346100,±20%,74437346,https://www.trustedparts.com/en/search/74437346100,3.75,85.0
L_74437346150,L,15.0 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/150.pdf,INDUCTOR SMD 15.0 µH ±20%,Wurth Elektronik,74437346150,±20%,74437346,https://www.trustedparts.com/en/search/74437346150,3.15,123.0
L_74437346220,L,22.0 µH,inductor_footprints:74437346,https://www.we-online.com/components/products/datasheet/220.pdf,INDUCTOR SMD 22.0 µH ±20%,Wurth Elektronik,74437346220,±20%,74437346,https://www.trustedparts.com/en/search/74437346220,2.5,190.0
