Symbol Name,Reference,Value,Footprint,Datasheet,Trustedparts Search,Description,Manufacturer,MPN,Primary Inductance (µH),Tolerance,Series,Maximum DC Resistance (Ω),Turns Ratio
T_HM1331NL,T,HM1331NL,transformer_footprints:HM1331NL,https://ro.mouser.com/datasheet/3/203/1/HM1331NL.pdf,https://www.trustedparts.com/en/search/HM1331NL,350 µH ±10%,Coilcraft,HM1331NL,350,±10%,HM1331NL,pri1 = 0.009; pri2 = 0.009; sec = 0.0042,pri1 : sec = 5 : 4; pri2 : sec = 5 : 4
