Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type
C_GCM31CR71E475KA55K,C,4.7 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31CR71E475KA55-01.pdf,CAP SMD 4.7 µF X7R 10% 1206 25V,Murata Electronics,GCM31CR71E475KA55K,X7R,10%,25V,1206,3216,GCM31CR71E,https://www.trustedparts.com/en/search/GCM31CR71E475KA55K,Ceramic
C_GCM31CR71E475KA55L,C,4.7 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31CR71E475KA55-01.pdf,CAP SMD 4.7 µF X7R 10% 1206 25V,Murata Electronics,GCM31CR71E475KA55L,X7R,10%,25V,1206,3216,GCM31CR71E,https://www.trustedparts.com/en/search/GCM31CR71E475KA55L,Ceramic
