Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type,3dviewer Link
C_C1812C100JHGACTU,C,10 pF,capacitor_footprints:C_1812_4532Metric,https://www.kemet.com/en/us/search.html?q=C1812C100JHGACTU,CAP SMD 10 pF C0G (NP0) 5% 1812 3kV,Kemet,C1812C100JHGACTU,C0G (NP0),5%,3kV,1812,4532,C1812C,https://www.trustedparts.com/en/search/C1812C100JHGACTU,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1812.step
C_C1812C101JHGACTU,C,100 pF,capacitor_footprints:C_1812_4532Metric,https://www.kemet.com/en/us/search.html?q=C1812C101JHGACTU,CAP SMD 100 pF C0G (NP0) 5% 1812 3kV,Kemet,C1812C101JHGACTU,C0G (NP0),5%,3kV,1812,4532,C1812C,https://www.trustedparts.com/en/search/C1812C101JHGACTU,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1812.step
C_C1812C121JHGACTU,C,120 pF,capacitor_footprints:C_1812_4532Metric,https://www.kemet.com/en/us/search.html?q=C1812C121JHGACTU,CAP SMD 120 pF C0G (NP0) 5% 1812 3kV,Kemet,C1812C121JHGACTU,C0G (NP0),5%,3kV,1812,4532,C1812C,https://www.trustedparts.com/en/search/C1812C121JHGACTU,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1812.step
C_C1812C151JHGACTU,C,150 pF,capacitor_footprints:C_1812_4532Metric,https://www.kemet.com/en/us/search.html?q=C1812C151JHGACTU,CAP SMD 150 pF C0G (NP0) 5% 1812 3kV,Kemet,C1812C151JHGACTU,C0G (NP0),5%,3kV,1812,4532,C1812C,https://www.trustedparts.com/en/search/C1812C151JHGACTU,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1812.step
C_C1812C331JHGACTU,C,330 pF,capacitor_footprints:C_1812_4532Metric,https://www.kemet.com/en/us/search.html?q=C1812C331JHGACTU,CAP SMD 330 pF C0G (NP0) 5% 1812 3kV,Kemet,C1812C331JHGACTU,C0G (NP0),5%,3kV,1812,4532,C1812C,https://www.trustedparts.com/en/search/C1812C331JHGACTU,Ceramic,https://3dviewer.net/index.html#model=https://github.com/ionutms/KiCAD_Symbols_Generator/blob/main/3D_models/C_1812.step
