Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_744373580022,L,220 nH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/0022.pdf,INDUCTOR SMD 220 nH ±20%,Wurth Elektronik,744373580022,±20%,74437358,https://www.trustedparts.com/en/search/744373580022,38.5,1.35
L_744373580033,L,330 nH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,744373580033,±20%,74437358,https://www.trustedparts.com/en/search/744373580033,29.7,2.15
L_744373580047,L,470 nH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/0047.pdf,INDUCTOR SMD 470 nH ±20%,Wurth Elektronik,744373580047,±20%,74437358,https://www.trustedparts.com/en/search/744373580047,27.6,2.38
L_744373580068,L,680 nH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744373580068,±20%,74437358,https://www.trustedparts.com/en/search/744373580068,21.5,3.22
L_744373580082,L,820 nH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/0082.pdf,INDUCTOR SMD 820 nH ±20%,Wurth Elektronik,744373580082,±20%,74437358,https://www.trustedparts.com/en/search/744373580082,20.7,3.88
L_74437358010,L,1.0 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74437358010,±20%,74437358,https://www.trustedparts.com/en/search/74437358010,18.6,4.63
L_74437358022,L,2.2 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74437358022,±20%,74437358,https://www.trustedparts.com/en/search/74437358022,12.0,9.41
L_74437358033,L,3.3 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74437358033,±20%,74437358,https://www.trustedparts.com/en/search/74437358033,10.0,14.9
L_74437358047,L,4.7 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74437358047,±20%,74437358,https://www.trustedparts.com/en/search/74437358047,7.9,22.6
L_74437358068,L,6.8 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,74437358068,±20%,74437358,https://www.trustedparts.com/en/search/74437358068,6.4,33.4
L_74437358082,L,8.2 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,74437358082,±20%,74437358,https://www.trustedparts.com/en/search/74437358082,5.45,45.0
L_74437358100,L,10.0 µH,inductor_footprints:74437358,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,74437358100,±20%,74437358,https://www.trustedparts.com/en/search/74437358100,5.05,51.8
