Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_744393340016,L,160 nH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/0016.pdf,INDUCTOR SMD 160 nH ±20%,Wurth Elektronik,744393340016,±20%,74439334,https://www.trustedparts.com/en/search/744393340016,24.2,2.75
L_744393340033,L,330 nH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/0033.pdf,INDUCTOR SMD 330 nH ±20%,Wurth Elektronik,744393340033,±20%,74439334,https://www.trustedparts.com/en/search/744393340033,21.2,3.88
L_744393340056,L,560 nH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/0056.pdf,INDUCTOR SMD 560 nH ±20%,Wurth Elektronik,744393340056,±20%,74439334,https://www.trustedparts.com/en/search/744393340056,18.3,4.81
L_744393340068,L,680 nH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/0068.pdf,INDUCTOR SMD 680 nH ±20%,Wurth Elektronik,744393340068,±20%,74439334,https://www.trustedparts.com/en/search/744393340068,15.7,4.88
L_74439334010,L,1.0 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,74439334010,±20%,74439334,https://www.trustedparts.com/en/search/74439334010,14.7,8.4
L_74439334012,L,1.2 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,74439334012,±20%,74439334,https://www.trustedparts.com/en/search/74439334012,13.6,8.76
L_74439334015,L,1.5 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,74439334015,±20%,74439334,https://www.trustedparts.com/en/search/74439334015,12.0,20.56
L_74439334018,L,1.8 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/018.pdf,INDUCTOR SMD 1.8 µH ±20%,Wurth Elektronik,74439334018,±20%,74439334,https://www.trustedparts.com/en/search/74439334018,10.8,10.8
L_74439334022,L,2.2 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,74439334022,±20%,74439334,https://www.trustedparts.com/en/search/74439334022,10.3,14.52
L_74439334033,L,3.3 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,74439334033,±20%,74439334,https://www.trustedparts.com/en/search/74439334033,8.2,19.92
L_74439334047,L,4.7 µH,inductor_footprints:74439334,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,74439334047,±20%,74439334,https://www.trustedparts.com/en/search/74439334047,6.8,27.96
