Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (mΩ)
L_744393665010,L,1.0 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/010.pdf,INDUCTOR SMD 1.0 µH ±20%,Wurth Elektronik,744393665010,±20%,744393665,https://www.trustedparts.com/en/search/744393665010,48.1,1.9
L_744393665012,L,1.2 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/012.pdf,INDUCTOR SMD 1.2 µH ±20%,Wurth Elektronik,744393665012,±20%,744393665,https://www.trustedparts.com/en/search/744393665012,43.0,2.2
L_744393665015,L,1.5 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/015.pdf,INDUCTOR SMD 1.5 µH ±20%,Wurth Elektronik,744393665015,±20%,744393665,https://www.trustedparts.com/en/search/744393665015,39.4,2.2
L_744393665022,L,2.2 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/022.pdf,INDUCTOR SMD 2.2 µH ±20%,Wurth Elektronik,744393665022,±20%,744393665,https://www.trustedparts.com/en/search/744393665022,33.0,4.0
L_744393665033,L,3.3 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/033.pdf,INDUCTOR SMD 3.3 µH ±20%,Wurth Elektronik,744393665033,±20%,744393665,https://www.trustedparts.com/en/search/744393665033,27.9,5.6
L_744393665047,L,4.7 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/047.pdf,INDUCTOR SMD 4.7 µH ±20%,Wurth Elektronik,744393665047,±20%,744393665,https://www.trustedparts.com/en/search/744393665047,24.7,7.3
L_744393665056,L,5.6 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/056.pdf,INDUCTOR SMD 5.6 µH ±20%,Wurth Elektronik,744393665056,±20%,744393665,https://www.trustedparts.com/en/search/744393665056,23.9,8.0
L_744393665068,L,6.8 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/068.pdf,INDUCTOR SMD 6.8 µH ±20%,Wurth Elektronik,744393665068,±20%,744393665,https://www.trustedparts.com/en/search/744393665068,22.2,9.0
L_744393665082,L,8.2 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/082.pdf,INDUCTOR SMD 8.2 µH ±20%,Wurth Elektronik,744393665082,±20%,744393665,https://www.trustedparts.com/en/search/744393665082,19.4,13.0
L_744393665100,L,10.0 µH,inductor_footprints:744393665,https://www.we-online.com/components/products/datasheet/100.pdf,INDUCTOR SMD 10.0 µH ±20%,Wurth Elektronik,744393665100,±20%,744393665,https://www.trustedparts.com/en/search/744393665100,15.3,15.4
