Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search,Capacitor Type
C_GRM21BR61H106KE43K,C,10 µF,capacitor_footprints:C_0805_125_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR61H106KE43-01.pdf,CAP SMD 10 µF X5R 10% 0805_125 50V,Murata Electronics,GRM21BR61H106KE43K,X5R,10%,50V,0805_125,2012,GRM21BR61H,https://www.trustedparts.com/en/search/GRM21BR61H106KE43K,Ceramic
C_GRM21BR61H106KE43L,C,10 µF,capacitor_footprints:C_0805_125_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR61H106KE43-01.pdf,CAP SMD 10 µF X5R 10% 0805_125 50V,Murata Electronics,GRM21BR61H106KE43L,X5R,10%,50V,0805_125,2012,GRM21BR61H,https://www.trustedparts.com/en/search/GRM21BR61H106KE43L,Ceramic
