Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Series,Trustedparts Search,Drain Current (A),Collector Current (A),Transistor Type
Q_BSZ040N06LS5ATMA1,Q,60 V,transistor_footprints:TSDSON-8FL,https://www.infineon.com/assets/row/public/documents/24/49/infineon-bsz040n06ls5-datasheet-en.pdf,Transistor 60 V,Infineon Technologies,BSZ040N06LS5ATMA1,BSZ040N06LS5ATMA1,https://www.trustedparts.com/en/search/BSZ040N06LS5ATMA1,40.0,-,N-Channel
